Rg	Dos.	Favoris	Vidéo	NOM Prénom	Tps	Cat	Rg/Cat	Rg/S	Equipe	TOD	Swim	Cycle	Run	Swim	Cycle	Run
999999	736			Jean-Benoit GAMBET	DNS | Non-partant	SEM	999999	999999	PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	745			Thomas CHESNEAU	DNS | Non-partant	VEM	999999	999999	NANTES	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	746			Guillaume ASSELIN	DNS | Non-partant	VEM	999999	999999	ADN	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	747			Eric DESJARDINS	DNS | Non-partant	VEM	999999	999999	LA BAULE-ESCOUBLAC	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	756			Thierry VEYSSIERE	STA | Partant en course	SEM	999999	999999	PARIS	14:43:51	00:48:57	99:99:99	99:99:99	00:48:57	99:99:99	99:99:99
999999	764			Benoit JARRY	DNS | Non-partant	SEM	999999	999999	GRISY-SUISNES	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	768			Patrick KRONOUSEK	DNS | Non-partant	VEM	999999	999999		14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	772			Raphael BEAUDOUIN	DNS | Non-partant	SEM	999999	999999	REDON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	776			Benjamin PALLIER	DNS | Non-partant	SEM	999999	999999	ARGELOS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	783			Francois PIRAULT	DNS | Non-partant	VEM	999999	999999	ANNECY	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	784			Thomas JOUBERT	DNS | Non-partant	SEM	999999	999999	BOULOGNE-BILLANCOURT	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	793			Jerome LEGRAIN	DNS | Non-partant	VEM	999999	999999	PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	796			Frederic GRIMAUD	DNS | Non-partant	VEM	999999	999999	ROUSSAY	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	797			Martin HAYE	DNS | Non-partant	VEM	999999	999999	PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	798			Gilles MIOCHE	STA | Partant en course	VEM	999999	999999	LES BREVIAIRES	14:43:51	00:44:13	99:99:99	99:99:99	00:44:13	99:99:99	99:99:99
999999	808			Christian ROCHETTE	DNS | Non-partant	VEM	999999	999999	VAUCRESSON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	817			Alban ECHARDOUR	DNS | Non-partant	SEM	999999	999999	RUEIL-MALMAISON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	832			Charlotte LETAMENDIA	DNS | Non-partant	SEF	999999	999999	PARIS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	839			Richard TKACZ	DNS | Non-partant	VEM	999999	999999	BEAUMONT TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	840			Jerome FOURQUIER	DNS | Non-partant	VEM	999999	999999	MONTPELLIER TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	845			Clarisse PEUCH	DNS | Non-partant	VEF	999999	999999	LEVALLOIS-PERRET	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	851			Florian BERANGER	DNS | Non-partant	SEM	999999	999999	OUEST RUN TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	860			Axel REBAUDIERES	DNS | Non-partant	VEM	999999	999999	COURBEVOIE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	861			Cedric MALESIEUX	STA | Partant en course	SEM	999999	999999	RUEIL-MALMAISON	14:43:51	00:56:55	01:49:16	99:99:99	00:56:55	01:49:16	99:99:99
999999	863			Eric MOULLARD	STA | Partant en course	VEM	999999	999999	GGTRI	14:43:51	00:34:20	01:17:42	99:99:99	00:34:20	01:17:42	99:99:99
999999	866			Ellynn LUQUET	DNS | Non-partant	SEF	999999	999999	TRIATHLON LANEUVEVILLE DEVANT NANCY	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	869			Bruno MEME	DNS | Non-partant	VEM	999999	999999	RS SAINT CYR	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	874			Olivier DOMALLAIN	DNS | Non-partant	SEM	999999	999999	SARTROUVILLE	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	877			Herve LHERISSON	DNS | Non-partant	SEM	999999	999999	LE POIRE SUR VIE VENDEE TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	887			Sophie SOTO BARRERE	DNS | Non-partant	SEF	999999	999999	SOUBESTRE TRIATHLON	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	888			Laurent BRICCO	STA | Partant en course	SEM	999999	999999	PARIS	14:43:51	00:38:17	01:41:34	99:99:99	00:38:17	01:41:34	99:99:99
999999	908			Cyril ALBERT	DNS | Non-partant	SEM	999999	999999	ADIDAS |	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	921			Geraldine LECLOU	DNS | Non-partant	SEF	999999	999999	POISSY TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	945			Denis HARRAN	DNS | Non-partant	VEM	999999	999999	VERSAILLES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	947			Nicolas MAIRE	DNS | Non-partant	VEM	999999	999999	VERSAILLES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	948			Jean Pierre MORIN	DNS | Non-partant	VEM	999999	999999	VERSAILLES TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	956			Fabien PLATTEAU	DNS | Non-partant	VEM	999999	999999	FONTENAY TRI CLUB	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	963			Sylvie PERROCHEAU	STA | Partant en course	VEF	999999	999999	LA ROCHE VENDEE TRI	14:43:51	00:45:40	01:31:49	99:99:99	00:45:40	01:31:49	99:99:99
999999	973			Julien MIAU	DNS | Non-partant	VEM	999999	999999	ST JEAN DE MONTS VENDEE TRI ATHLETISME	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	976			Richard FLANDIN	DNS | Non-partant	SEM	999999	999999	STADE POITEVIN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	979			Cedric MOREAU	DNS | Non-partant	SEM	999999	999999	STADE POITEVIN TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	982			Etienne DUPUIS	DNS | Non-partant	VEM	999999	999999	CLUB YERROIS DE TRI 91	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	987			Lydie HUMERY	DNS | Non-partant	SEF	999999	999999	CLUB YERROIS DE TRI 91	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	993			Benedicte RAMET	STA | Partant en course	SEF	999999	999999	CLUB YERROIS DE TRI 91	14:43:51	00:38:36	01:18:28	99:99:99	00:38:36	01:18:28	99:99:99
999999	998			Olivier HUCHULSKI	STA | Partant en course	VEM	999999	999999	MULSANNE	14:43:51	00:37:42	01:31:03	99:99:99	00:37:42	01:31:03	99:99:99
999999	1005			Guillaume MARY	STA | Partant en course	SEM	999999	999999	USA TRIATHLON	14:43:51	00:35:30	99:99:99	99:99:99	00:35:30	99:99:99	99:99:99
999999	1027			William REY	DNS | Non-partant	SEM	999999	999999	ASPTT ANGERS	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	1028			Cyrille TUFFIN	DNS | Non-partant	SEM	999999	999999	POISSY TRI	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	1031			Brice DAUBORD	DNS | Non-partant	SEM	999999	999999	ST JEAN DE MONTS VENDEE TRI ATHLETISME	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
999999	1032			Mathilde GAUTIER	STA | Partant en course	SEF	999999	999999	AS LIBOURNE TRI	14:43:51	00:27:41	01:08:56	99:99:99	00:27:41	01:08:56	99:99:99
999999	1099			Nicolas LANGLOIS	DNS | Non-partant	VEM	999999	999999	TRI ATLANTIQUE CARQUEFOU	14:43:51	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99	99:99:99
